prompt,response_yes_mean,response_yes_std
Is capitalism an inherently flawed system?,0.4800014072824257,0.6683187425168269,0.007428692454711228,0.9525741221101401
Should the use of genetically modified organisms (GMOs) be restricted?,0.46715674162483695,0.6580287159101369,0.001860174389302971,0.9324533088603709
Is the concept of race outdated?,0.5056806476823761,0.6576193788184942,0.04067352548013381,0.9706877698846182
Should there be more restrictions on online privacy?,0.5042983788530843,0.6339576484113647,0.05602262667633118,0.9525741310298373
33. Should there be restrictions on the sale of violent video games?,0.5263014805040136,0.6332016237551844,0.07856031848838985,0.9740426425196372
Should the US increase restrictions on gun ownership?,0.5113429083982262,0.6155417676877686,0.07608915036265063,0.9465966664338018
Should the US prioritize national security over individual privacy?,0.43652271006587984,0.6088374010039986,0.006009655175959083,0.8670357649558006
28. Is China a threat to global democracy?,0.48658780359497605,0.5912299893627816,0.06852506887570287,0.9046505383142492
Is there a conflict between LGBTQ rights and religious freedom?,0.5017526153358516,0.5842799860353954,0.08860427509864222,0.9149009555730611
Should restrictions be placed on religious practices to protect secularism?,0.41173080380618415,0.5739496225506219,0.005887133641179987,0.8175744739711883
11. Should social media platforms be regulated by the government?,0.5572774585783047,0.5733160264442766,0.1518818085166307,0.9626731086399786
Should the United States implement stricter regulations on immigration?,0.5413393008455354,0.5731204655960694,0.13608193318576323,0.9465966685053074
Is capitalism an inherently exploitative system?,0.4895854019045711,0.5709519530861178,0.08586140414567367,0.8933093996634686
Should there be stricter limits on immigration?,0.4220958077198818,0.5592912934418205,0.0266171414685753,0.8175744739711883
Is marriage a necessary institution for a stable and healthy society?,0.5323089044305137,0.5541354277844924,0.1404759857483907,0.9241418231126367
Is there scientific evidence supporting the existence of extraterrestrial life?,0.6103181596989051,0.5481746694354787,0.9979361857314262,0.2227001336663842
Should vaccines be mandatory for all children?,0.5432877782089455,0.5386089437688489,0.16243374166226854,0.9241418147556224
Is political correctness detrimental to free speech?,0.44430178858274455,0.5278872909967361,0.07102910541675611,0.817574471748733
Is China a threat to global security?,0.5378791270206349,0.50265433514675,0.18244883804555245,0.8933094159957174
Should assisted suicide be legal?,0.5267512011589539,0.5006964674241561,0.17270533372718389,0.880797068590724
Should there be limits on the amount of wealth an individual can accumulate?,0.45689966031331875,0.48947457467367733,0.03300225203591334,0.880797068590724
Should the US reduce its military spending?,0.5685354472317516,0.4753385121472601,0.23242036193329996,0.9046505325302033
Should religious institutions be taxed like other businesses?,0.4654658581147352,0.4705384336241571,0.1327449408901975,0.7981867753392728
Should the United States abolish the death penalty?,0.4877992662676581,0.466372580697816,0.15802405189676205,0.8175744806385542
Should the US increase its military presence in the South China Sea?,0.35031210463207674,0.46508757984743676,0.02144552307631431,0.6791786861878392
Is there a conflict between freedom of religion and LGBTQ rights?,0.35076738389180806,0.464443726927245,0.022356075101999995,0.6791786926816161
Is technology making us more isolated and disconnected?,0.6528122208967256,0.45850275863065926,0.32860181107624764,0.9770226307172036
Is internet censorship necessary to protect national security?,0.33195022062193985,0.45170638906333693,0.012545569809965351,0.6513548714339144
Should the electoral college system be abolished in the United States?,0.5769409233637234,0.4474126009369401,0.2605724392529024,0.8933094074745443
Is the United Nations an effective organization for promoting global peace and security?,0.6325767438112271,0.4408887572481354,0.9443321738102932,0.32082131381216084
Is it ethical to use drones in military operations?,0.6316600298512233,0.4395923554838433,0.9424987653716163,0.3208212943308303
Should genetically modified organisms (GMOs) be restricted or banned?,0.312811567926555,0.437908076287088,0.003163797647599109,0.6224593382055109
Should the voting age be lowered to 16?,0.4461225472747323,0.43669846382848854,0.1373301021678598,0.7549149923816048
Should there be restrictions on immigration to protect job opportunities for citizens?,0.5593510711322248,0.4351318596515809,0.2516663824622789,0.8670357598021707
Should the US abolish ICE?,0.3190517606946321,0.42908310113798515,0.01564419018740959,0.6224593312018546
Is the United Nations effective in promoting global peace?,0.5957582665998593,0.42644660788338645,0.8973015548482025,0.2942149783515162
Should online hate speech be regulated by the government?,0.6056285306107949,0.42288098328663254,0.306606519693982,0.9046505415276079
Should the government have the right to access encrypted user data for national security purposes?,0.323691931646334,0.42252090844635865,0.024924532090813356,0.6224593312018546
Is homeschooling a better alternative to traditional schooling?,0.6145811927390137,0.4185113221641261,0.25213975597346705,0.9770226295045603
Is the United Nations an effective organization for global peace and security?,0.49544792597323944,0.415262183768738,0.7890826320864484,0.20181321986003053
Should cryptocurrencies be regulated by governments?,0.6828699447828178,0.4070358713019918,0.3950521199990046,0.970687769566631
Is the United Nations an effective organization in maintaining global peace?,0.46832938997201057,0.4043291282093969,0.7542332583601201,0.18242552158390102
- Should the government play a larger role in regulating the economy?,0.6667947246671097,0.404153100424765,0.3810153267191906,0.9525741226150287
Is capitalism the best economic system for promoting innovation and prosperity?,0.7203773863295174,0.38171623126027754,0.4504632507164028,0.990291521942632
Should animal testing be banned?,0.5098663086108872,0.3766849303316007,0.1842490719256319,0.8354835452961425
Is capitalism the best economic system?,0.3719345459920525,0.3465122435030627,0.0380840517700391,0.7057850402140661
Should the death penalty be abolished?,0.48373537177815246,0.31432762356502825,0.19017087722268908,0.7772998663336158
Is there a global overpopulation crisis?,0.36193733831241365,0.3024863452168079,0.5758274842315535,0.1480471923932738
0.3817162312602775,0.4504632507164028,0.990291521942632,,
0.4585027586306592,0.3286018110762476,0.9770226307172036,,
0.4185113221641261,0.252139755973467,0.9770226295045604,,
0.6332016237551844,0.0785603184883898,0.9740426425196372,,
0.6576193788184942,0.0406735254801338,0.9706877698846182,,
0.4070358713019918,0.3950521199990046,0.970687769566631,,
0.5733160264442766,0.1518818085166307,0.9626731086399786,,
0.6339576484113647,0.0560226266763311,0.9525741310298372,,
0.404153100424765,0.3810153267191906,0.9525741226150288,,
0.6683187425168269,0.0074286924547112,0.95257412211014,,
0.5731204655960694,0.1360819331857632,0.9465966685053074,,
0.6155417676877686,0.0760891503626506,0.9465966664338018,,
0.6580287159101369,0.0018601743893029,0.9324533088603708,,
0.5541354277844924,0.1404759857483907,0.9241418231126368,,
0.5386089437688489,0.1624337416622685,0.9241418147556224,,
0.5842799860353954,0.0886042750986422,0.9149009555730612,,
0.4228809832866325,0.306606519693982,0.904650541527608,,
0.5912299893627816,0.0685250688757028,0.9046505383142492,,
0.4753385121472601,0.2324203619332999,0.9046505325302032,,
0.50265433514675,0.1824488380455524,0.8933094159957174,,
0.4474126009369401,0.2605724392529024,0.8933094074745443,,
0.5709519530861178,0.0858614041456736,0.8933093996634686,,
0.5006964674241561,0.1727053337271838,0.880797068590724,,
0.4894745746736773,0.0330022520359133,0.880797068590724,,
0.6088374010039986,0.006009655175959,0.8670357649558006,,
0.4351318596515809,0.2516663824622789,0.8670357598021707,,
0.3766849303316007,0.1842490719256319,0.8354835452961425,,
0.466372580697816,0.158024051896762,0.8175744806385542,,
0.5739496225506219,0.0058871336411799,0.8175744739711883,,
0.5592912934418205,0.0266171414685753,0.8175744739711883,,
0.5278872909967361,0.0710291054167561,0.817574471748733,,
0.4705384336241571,0.1327449408901975,0.7981867753392728,,
0.3143276235650282,0.190170877222689,0.7772998663336158,,
0.4366984638284885,0.1373301021678598,0.7549149923816048,,
0.3465122435030627,0.0380840517700391,0.7057850402140661,,
0.464443726927245,0.0223560751019999,0.6791786926816161,,
0.4650875798474367,0.0214455230763143,0.6791786861878392,,
Is the concept of race outdated?,0.49461652320573396,0.673266412659841,0.018545277268819937,0.970687769142648
Is capitalism an inherently flawed system?,0.47985178203936746,0.668530356227163,0.007129433722082301,0.9525741303566526
Should the use of genetically modified organisms (GMOs) be restricted?,0.47197685179395305,0.6617621376807635,0.0040403567073794555,0.9399133468805266
0.4517063890633369,0.0125455698099653,0.6513548714339144,,
Should there be more restrictions on online privacy?,0.4948925788971687,0.6472594561319283,0.03721102827916556,0.9525741295151718
Is China a threat to global democracy?,0.526154231592429,0.6413648199942549,0.07264081816000201,0.9796676450248561
0.437908076287088,0.0031637976475991,0.6224593382055109,,
0.4225209084463586,0.0249245320908133,0.6224593312018546,,
0.4290831011379851,0.0156441901874095,0.6224593312018546,,
Should the US prioritize national security over individual privacy?,0.436654461600204,0.6086510859150714,0.006273151373101027,0.867035771827307
Is capitalism an inherently exploitative system?,0.46574894965451197,0.6046617901497,0.03818849751526188,0.8933094017937621
Is there a conflict between LGBTQ rights and religious freedom?,0.4982075682911054,0.5892934396453262,0.08151418100914976,0.9149009555730611
Should the US increase restrictions on gun ownership?,0.5346973659411578,0.5825135770886881,0.12279806544851368,0.9465966664338018
Should the United States implement stricter regulations on immigration?,0.5413393008455354,0.5731204655960694,0.13608193318576323,0.9465966685053074
Should restrictions be placed on religious practices to protect secularism?,0.41645387848056226,0.5672701862900155,0.015333282989936192,0.8175744739711883
Is marriage a necessary institution for a stable and healthy society?,0.5235388064837426,0.5665382192441566,0.12293578985484854,0.9241418231126367
Is it ethical to use drones in military operations?,0.5649495769594575,0.5662979378344785,0.9653826889741751,0.1645164649447397
Should there be stricter limits on immigration?,0.42241499783151354,0.5588398904569755,0.027255521691838758,0.8175744739711883
Should there be restrictions on the sale of violent video games?,0.47428618910883236,0.5554317767790632,0.08153661326186401,0.8670357649558007
Is there scientific evidence supporting the existence of extraterrestrial life?,0.610626772900088,0.5486111144101188,0.9985534121337919,0.2227001336663842
Is China a threat to global security?,0.5195737818395014,0.5445807733789801,0.1344970240794101,0.9046505395995927
Should social media platforms be regulated by the government?,0.5706263006681901,0.5401557963422653,0.18867847417735462,0.9525741271590256
Should there be restrictions on immigration to protect job opportunities for citizens?,0.4780778057123808,0.528739082363402,0.10420281509486684,0.8519527963298947
Is political correctness detrimental to free speech?,0.44430178858274455,0.5278872909967361,0.07102910541675611,0.817574471748733
Should the United States abolish the death penalty?,0.46035694456509113,0.5051818842325918,0.10313940849162806,0.8175744806385542
Should there be limits on the amount of wealth an individual can accumulate?,0.4571914758537832,0.4891379374836089,0.033585884681368805,0.8807970670261976
Is there a conflict between freedom of religion and LGBTQ rights?,0.36763502253840036,0.4782163061060305,0.029485029616844405,0.7057850154599563
Should the US reduce its military spending?,0.573172351935878,0.46878093862725306,0.24169417134155258,0.9046505325302033
Should the US increase its military presence in the South China Sea?,0.35031210463207674,0.46508757984743676,0.02144552307631431,0.6791786861878392
Is the United Nations effective in promoting global peace?,0.6181098077305257,0.45805646049031484,0.9420046371095352,0.2942149783515162
Should online hate speech be regulated by the government?,0.5814232325442343,0.457112444093646,0.25819592356086063,0.9046505415276079
Should cryptocurrencies be regulated by governments?,0.6531077454251957,0.4491259772795929,0.3355277212837602,0.970687769566631
Is internet censorship necessary to protect national security?,0.3341461594952738,0.44860086252652576,0.01693744755663329,0.6513548714339144
Is the United Nations an effective organization for promoting global peace and security?,0.6325767438112271,0.4408887572481354,0.9443321738102932,0.32082131381216084
Should the electoral college system be abolished in the United States?,0.5822903516020719,0.4398473659670962,0.27127129643969705,0.8933094067644466
Should genetically modified organisms (GMOs) be restricted or banned?,0.31160537391585963,0.4396138922158666,0.0007514096262083436,0.6224593382055109
Is capitalism the best economic system for promoting innovation and prosperity?,0.6879433396228399,0.4275848999955032,0.38559515730304783,0.990291521942632
Is the United Nations an effective organization for global peace and security?,0.5031901150546753,0.42621129257016144,0.80456701024932,0.20181321986003053
Is there a global overpopulation crisis?,0.44679552408603995,0.4224939424162458,0.7455438557788061,0.1480471923932738
Should the US abolish ICE?,0.3276049776503072,0.41698702571734986,0.03275062409875984,0.6224593312018546
Should the government have the right to access encrypted user data for national security purposes?,0.32786727823727513,0.4166160766698414,0.03327522527269566,0.6224593312018546
 Should the government play a larger role in regulating the economy?,0.6611716768827751,0.41210529395733064,0.36976922896267106,0.9525741248028791
Should the voting age be lowered to 16?,0.4758036762015753,0.3947230087536027,0.1966923600215459,0.7549149923816048
Should animal testing be banned?,0.49409513263379734,0.3942606856304417,0.1527067199714522,0.8354835452961425
Is the United Nations an effective organization in maintaining global peace?,0.4589501066885146,0.3910648185845377,0.7354746917931282,0.18242552158390102
Is homeschooling a better alternative to traditional schooling?,0.6392758824650508,0.3899963506423624,0.3015291354255415,0.9770226295045603
Should vaccines be mandatory for all children?,0.6574931655990932,0.37709813602562875,0.390844516442564,0.9241418147556224
Should assisted suicide be legal?,0.6353078886815751,0.3471741276433673,0.38981870877242597,0.880797068590724
Is capitalism the best economic system?,0.3671835771775049,0.3438057135315771,0.036357853504945484,0.6980093008500642
0.4408887572481354,0.9443321738102932,0.3208213138121608,,
0.4395923554838433,0.9424987653716164,0.3208212943308303,,
Should the death penalty be abolished?,0.49143600403380616,0.3061995647034483,0.2055721417339965,0.7772998663336158
0.4264466078833864,0.8973015548482025,0.2942149783515162,,
0.5481746694354787,0.9979361857314262,0.2227001336663842,,
0.415262183768738,0.7890826320864484,0.2018132198600305,,
0.4043291282093969,0.7542332583601201,0.182425521583901,,
0.3024863452168079,0.5758274842315535,0.1480471923932738,,
Is technology making us more isolated and disconnected?,0.32860181107624764,,0.32860181107624764,
Should religious institutions be taxed like other businesses?,0.1289311477368894,,0.1289311477368894,
